10d6units,The nation that owns the event gains 10d6 units.
dt_sizestun,Sets the damage type to fatigue damage that is less effective on large targets. Effectively the same as #dt_stun + #sizeresist.
dt_small,The weapon does double damage against creatures smaller than the attacker.
dt_stun,Sets the damage type to fatigue damage.
dt_weakness,The weapon drains strength from its target instead of doing normal damage.
dt_weapondrain,The weapon drains life but max 5 points of the damage is used to heal the wielder. Use this for draining weapons that can be wielded or forged.
dungeon,The monster is a suitable encounter in a dungeon.
dyingdom,Dominion is dying and needs blood sacrifice. Temples have no effect here except if blood sacrifices are performed there or if a priest preaches there. Mictlan has a dominion like this combined with #nopreach and #sacrificedom.
earthattuned,Chance of getting a bonus level of magic when transformed into this being.  In place of [path] insert the name of the magic path in all lower case for the correct command (#fireattuned #airattuned etc).
earthblessbonus,Gods of this nation will get extra bless design points of this type.
earthboost,One commander determined by target requirements or the monster number may gain +1 Earth magic.
earthelementals,Please let me know if you know what this does.
earthrange,All Earth rituals cast in this province have their range increased by
effect,Set the effect of the spell. Some of the most common eff values can be seen in tables Ritual spell effects and Combat spell effects. Value higher than 10000 are rituals and those lower are combat spells. There are many other values that can be used but these are the only documented ones for now. Press ctrl-i in game when viewing the spell details to see some modding information including the effect value.
elegist,The monster is more effective than its normal priest level when calling a god or disciple back from death. The Elegist value is added to its priest level when performing this action.
elementrange,All Elemental magic (Fire Air Water Earth) rituals cast in this province have their range increased by
emigration,A percentage of the province population emigrates elsewhere.
enc,The basic encumbrance of the monster. Normal humans have 3 and undead beings or machines have 0. Monsters with 0 encumbrance never get exhausted by fighting only spellcasting.
enchcost,All rituals of the Enchantment school cast in this province cost
enchrebate25p,The monster will be 25 percent cheaper to recruit when this enchantment is active.
enchrebate50,The monster will be 50 gold cheaper to recruit when this enchantment is active.
enchrebate50p,The monster will be 50 percent cheaper to recruit when this enchantment is active.
end,Always use this command at the end of modifying an event.
enemyimmune,Enemy units are immune to this weapon.
entangle,Anyone striking this monster may get entangled.
epithet,Sets the epithet of a nation e.g. Enigma of Steel for Early Era Ulm.
era,Which era should this nation appear in. 1 = early 2 = mid 3 = late or 0 to disable the nation. Two nations with the same name cannot be in the same era. If you change this it must be set right after #name and #epithet.
eramask,The era mask determines which eras the band can appear in. See table Era masks. The default value is All eras.
ethereal,The monster is ethereal. Non-magical weapons have only 25% chance of harming the monster when they hit but when they do they inflict full damage unless mitigated by another ability. Ethereal monsters can pass through walls during the storming of a fortress.
eventisrare,Random events are divided into two categories common and rare. This value is the chance of a random event to be a rare one. Default is 15.
evil,The throne is evil and is likely to be defended by evil monsters.
evocost,All rituals of the Evocation school cast in this province cost
exactgold,The nation that owns the event gains  gold. Use negative numbers for gold loss.  Scale effects alter the scales of a province. Each #incscale command functions as the equivalent #decscale of its opposite.
expertleader,Leadership value 120. Commander cost +100. Commanded units have a morale modifier of +2 for up to 4 squads and -1 for every additional squad.
expertmagicleader,This monster has an innate ability to command 120 magic beings. This is a very rare ability that only most magic beings possess.
expertundeadleader,This monster has an innate ability to command 120 undead beings. This is a rare ability that usually only demons or undead beings possess.
explspr,Set the particle effect to be used when this spell explodes. -1 = no explosion. See table Explosion fx to find a suitable explosion.
extralife,The bearer of the item is resurrected once when killed in combat. The item disappears when the bearer is resurrected.
extralives,Will get dominion times this value amount of scar souls (extra lives)
eyeloss,Anyone striking this monster may lose an eye.
eyes,Sets the number of eyes for a monster. Number of eyes must be at least one unless the monster is #blind. The number of eyes affects how easily a monster goes blind by battle afflictions.
fallpower,The monster has increased hit points in autumn and lowered hit points in spring.
falsearmy,The monster creates the false impression of greater numbers than there really are. Enemy scouting reports will inflate the size of the army by
falseregen,Heals false damage by this amount of points per combat round.
farmfortcom,This unit can be recruited in (terrain) provinces with a fort. 
farmfortrec,This unit can be recruited in (terrain) provinces with a fort. 
farsail,Commander will be able to sail further if it can sail.
farsumcom,Sets the commander for farsummoned units to something other than the normal units.
farthronekill,This monster will automatically destroy thrones in the same province even if they are protected by a fort. Part is the percentage part that will be destroyed each turn 100 means it will be destroyed in a single turn.
fastcast,Affects the spell casting time for commanders. Speedup 100=half time 200=one third time -50=double time.
fatiguecost,Set the fatigue cost for this spell. Every 100 in fatigue cost raises the required number of gems or blood slaves by one. Must be used also for rituals to set their gem cost.
fear,This monster is very fearsome. A high value indicates higher fear. The standard value is 5. Death magic increases the fear value. The monster lowers the morale of enemy units in
feature, Puts a specific magic site in the active province. This command can be used a maximum of eight times per province
features, Sets the magic site frequency. This command will override the site frequency specified in the game setup screen.
feeblemind,The item bearer becomes Feebleminded. The affliction cannot be healed until the item is removed.
female,Being female is a minor advantage that makes you immune to being charmed by the Succubus. Commanders with this tag get feminine names.
fire,This weapon does fire damage. A fire resistant being will take reduced damage from this weapon.
fireattuned,Chance of getting a bonus level of magic when transformed into this being.  In place of [path] insert the name of the magic path in all lower case for the correct command (#fireattuned #airattuned etc).
fireblessbonus,Gods of this nation will get extra bless design points of this type.
fireboost,One commander determined by target requirements or the monster number may gain +1 Fire magic.
fireelementals,Please let me know if you know what this does.
firepower,The monster will get stat increases or decreases depending on the Heat scale.
firerange,All Fire rituals cast in this province have their range increased by
fireres,The item grants a Fire Resistance bonus.
fireshield,Anyone striking this monster will take
firstshape,This monster will change shape to its first shape when it feels ok. Werewolves have this ability in their wolf shapes. Monster nbr can be negative for montags.
fixedname,Gives a fixed name to a monster if it is a commander. Useful for giving specific names to heroes.
fixedresearch,The monster produces this amount of research even without magic skills.
fixforgebonus,Gem reduction when forging items. The value is in absolute numbers of gems not in percent like the other forgebonus. This is the default forgebonus mechanic in Dominions 5.
flag,Replace the flag with an image. The image must be 128 pixels wide and 128 pixels high. The flag should be positioned at the bottom of this image and should usually be smaller than the entire image. A standard flag only covers about 75 percent of the height.
flagland,"Sets or removes an event flag from a province. The event flag is displayed as an image of a book on the map.  1 = set flag 0 = remove flag Requires an event code in the province. If the event code is reset to 0, the flag automatically disappears."
flail,The weapon has a +2 attack bonus against shields. Morningstars and flails have this feature. Whips do not because they do not have enough momentum when they wrap around a shield.
flightspr,Set the sprite or particle effect to be used when this spell is flying. The flysprite nbr should be a value from the table Flysprites.
float,The item grants its bearer the ability to float.
fly,The item grants its bearer the ability to fly.
flying,This monster can fly. To be able to fly in a storm the monster must also be #stormimmune. The monster can cross rivers. It can also cross mountain passes if it is not cold in the provinces the pass connects.
flyingimmune,Flying and floating beings are immune to this weapon.
flyspr,"Use this command to set how the arrow looks like for a missile weapon. A value of -1 for a flysprite means there is no flysprite at all. Table Flysprites shows some numbers that can be used for missile weapons. Flysprite numbers of 10000 and higher are particle effects, lower numbers are hand drawn sprites."
fogcol, Color the world with the specified colors for fights in the current province. Color values range from 0 to 255.
foolscouts,The monster creates the false impression of uniformity in its own army. Enemy scouting reports will perceive the army to only contain one type of troop. The reported troop type is usually the most common troop type present.
foreignshape,The monster changes to this shape when moving out of its home province.
forestcom,This commander can be recruited in forest provinces with or without fort. See the box below for all command names.
forestfortcom,This unit can be recruited in (terrain) provinces with a fort. 
forestfortrec,This unit can be recruited in (terrain) provinces with a fort. 
forestlabcost,Gold cost for building a lab in a forest. Default is 500.
forestrec,This unit can be recruited in forest provinces with or without fort. See the box below for all command names.
forestshape,The monster changes to this shape when moving from a non-forest province to a forest province.
forestsurvival,Monster has the Forest Survival skill. Forest terrain does not hinder movement.
foresttemplecost,Gold cost for building a temple in a forest. Default is 400.
forgebonus,Makes it cheaper to create magic items.
formationfighter,A formation fighter is well drilled in using tight formations and can fit more units into one square. The xsize value indicates the extra size points that will fit in a square. Use a value of 2 for a normal formation fighting human.
fort, Puts a specific fort in the active province. Fort nbr is a number between 1 and 29 and the list of fort numbers can be found in the Fortifications table. Will replace a nations default fort if used on a capital location.
fortcost,Extra cost is the additional amount of gold the nation must pay for its forts expressed as a percentage of the normal cost for building a fort. The default value is 0.
fortera,Determines what kind of forts the nation can build.  0 = palisades only 1 = standard forts for early era 2 = standard forts for middle era 3 = standard forts for late era 4 = better than standard forts for late era
fortkill,This monster will automatically destroy forts in the same province. Chance is the chance in percent that the fort will be destroyed each turn.
fortunrest,Unrest will increase by 1-value (open ended die roll) in all forts each month.  These commands are set the special attributes of the nation and its Dominion.
Friendly name,description
friendlyench,1 means the enchantment created by this spell is friendly. It will be dispelled automatically if the province is conquered by the enemy.
friendlyimmune,Friendly units are immune to this weapon.
fullstr,The full weapon wielders strength will be added to the damage. This is the default and need not be specified.
futuresite,This will cause any linked units and commanders to show up on a nations overview screen. Very useful to show summons or other national units upfront.
gainaff,One commander determined by target requirements gains the specified affliction. Afflictions are listed in the table below. The bitmask is expressed as powers of 2. Add together several bitmasks if more than one affliction is desired.
gainmark,One commander determined by target requirements gains one level of horrormark.
gcost,The cost in gold. Most human troops have a gold cost of 10.
gemloss,"Lose 3d6 gems of specified type. Gem type 53 can be used for all types, then 1d6 will be lost of each type of gem. Use gem type 56 to exclude blood slaves."
gemprod,This monster produces a number of magic gems each month. The type ranges from 0 (fire gems) to 7 (blood slaves). See table Magic path numbers.
gems,Gives gem income to the magic site. First value is the Path and should be a number between 0 and 7. The second is the amount up to 99. See table magic paths numbers.
ghostreanim,"Reanimating priest of this nation will create ghosts like Lemuria.  NOTE, Caelian Atlantian Jotun Rephaite and monkey undead are hard coded for their respective nations and their reanimation cannot be unlocked for modding using reanimation commands.  National Reanimation Lists Use the various monster summoning commands such as #makemonsters15 with a #montag value to create custom reanimation lists for those priests that need it.  18 Poptype Modding Use these commands to mod poptypes."
giftofwater,A commander with this ability is able to bring a number of units underwater with him as long as their combined size points do not exceed the value of this ability.
glamourboost,One commander determined by target requirements or the monster number may gain +1 Glamour magic.
glamourrange,Glamour magic cast by the monster have increased range.
goddomchaos,Increases the Turmoil or chaos scale of the gods dominion. Use a negative value to increase Order.
goddomcold,Increases the Cold scale of the gods dominion. Use a negative value to increase Heat.
goddomdeath,Increases the Death scale of the gods dominion. Use a negative value to increase Growth.
goddomdrain,Increases the Drain scale of the gods dominion. Use a negative value to increase Magic.
goddomlazy,Increases the Sloth scale of the gods dominion. Use a negative value to increase Production.
goddommisfortune,Increases the Misfortune scale of the gods dominion. Use negative value to increase Luck.
godpathspell,This is used for divine spells that should only be available when the God is best with this particular magic path. -1 can be used for the fallback spell that should be available when the god has no path that is good enough.
godrebirth,The nations god does not lose any magic path levels when recalled from the dead by priests.
gold,The nation that owns the event gains  gold. Use negative numbers for gold loss. The value varies with +/- 50%.
golemhp,Inanimate beings in gain a percentage boost to their hit points for each dominion candle (Golem Cult dominion like Agartha).
goodleader,Leadership value 80. Commander cost +60. Commanded units have a morale modifier of +1 for up to 3 squads and -1 for every additional squad.
goodmagicleader,This monster has an innate ability to command 80 magic beings. This is a very rare ability that only most magic beings possess.
goodundeadleader,This monster has an innate ability to command 80 undead beings. This is a rare ability that usually only demons or undead beings possess.
greaterhorror,Monsters with this tag are used as horrors.
greekreanim,Reanimating priest of this nation will create greek ghosts like Therodos.
groundcol, Color the world with the specified colors for fights in the current province. Color values range from 0 to 255.
growhp,The monster grows into the previous monster once it has this many hit points or more. Hydras use this mechanic.
guardcom,Commander that is in charge of the castle gate defenders. There can be multiple of these commands.
guardmulti,Modifier for the number of castle gate guards from the previous #guardunit command. 10 is the standard amount.
guardspirit,Priests of this nation have a chance of receiving a guardian angel when in battle. Nbr can be negative for montags.
guardspiritbonus,Increases the chance of receiving a guardian spirit with +value percent.
guardunit,"Unit type the will guard the gates when the castle is stormed. There can be multiple of these commands, each one should be followed by a #guardmult command. The first gate guard type will also be used as city guards during assassin encounters. If there are no gate guards the first wall unit will be used instead."
halfdeathinc,The nation will only be half as affected by the death/growth scale regarding gold income. Abysia has this ability.
halfdeathpop,The nation will only be half as affected by the death/growth scale regarding population growth. Abysia has this ability.
halfstr,Only one half of the weapon wielders strength will be added to the damage. This is normally used for the breath weapons of dragons.
haltheretic,"Works like Awe, except that it only works against sacred units."
hardmrneg,The effects of the weapon may be resisted by MR but there is a penalty to the MR check.
hatesterr,Makes the nation less likely to start in one of the terrains in the terrain mask.
heal,The site causes a healing check to be performed at the indicated percent chance on every unit in the province like a healing unit set to Heal Troops. If the healing check is successful a check against the healing difficulty of any affliction the unit has is performed. If the difficulty check is successful up to one affliction is removed.
healer,Grants a commander the Heal Troops ability. The percent value is the chance of success for every unit in the province. Success chance is checked against every unit to see if the commander successfully uses the healing ability. If successful a check is made against the difficulty of each affliction and if it succeeds the affliction in question is healed. Some afflictions are harder to heal than others. This command still works but it is replaced in all instances of in-game occurrence with the #autohealer or #autodishealer mechanic.
heat,This monster is surrounded by heat like an Abysian. The heat aura is
heatrec,Heat scale requirement for recruitment.
heretic,The monster decreases dominion in the province it resides in as if it was an enemy priest engaged in preaching. The value of the heretic ability acts as the priest level and should be set within the range of 1 \u2013 5.
hero1,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero10,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero2,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero3,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero4,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero5,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero6,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero7,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero8,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hero9,Gives a hero to the modded nation. A nation can have up to ten different heroes. Use monster nbr -1 to remove a hero.
hiddenench,1 means the enchantment created by this spell is not visible during battles. It should be used on enchantments that does not affect battles.
hiddensite,"Adds a new, hidden site to the province. Use -1 for site number to place [sitename] instead. [sitename] must be added to event message text in brackets."
holy,Holy (sacred) troops can be blessed by priests.
holyboost,One commander determined by target requirements or the monster number may gain +1 Priest level.
holyfire,Every turn any undead or demonic troops in the province have the indicated chance (percent) to be struck by holy fire which deals 10 points of armor-negating damage if they fail a MR check against an attack value of 12.
holypower,Every turn any undead troops in the province have the indicated chance (percent) to be struck by holy power which deals 10 points of armor- negating damage if they fail a MR check against an attack value of 12.
homecom,Adds a monster that can be recruited as commander by the original owner of this site only.
homefort,The nation will start with this fort in its home province. This command does not affect what type of forts the nation can build. The command is only necessary if the home fort should deviate from the standard one for their fortera. See the table below for a list of forts.
homemon,Adds a monster that can be recruited by the original owner of this site only.
homerealm,Any gods that belong to this realm (through the use of the #homerealm monster modding command) are automatically included in the nations default list of pretenders and need not be separately added to the list with the #addgod command. See Table Home realms. Unlike the homerealm of a pretender god the homerealm of a nation cannot be cleared.
homeshape,The monster changes to this shape when moving into its home province.
homesick,This monster takes damage equal to the indicated percentage of its total hit points every turn it spends away from its home province (the province where it was first recruited summoned or spawned).
horrordeserter,Like #deserter but the desertion chance is increased during astral corruption.
horrormark,Every turn any unit in the province has the indicated chance (percent) to be horror marked.
horsereanim,Reanimating priests with holy magic of level 3 or higher can reanimate longdead horsemen. Sceleria and Ashen Empire Ermor have this attribute.
horsetattoo,Magic tattoo like the units of Marverni and Sauromatia have.
hp,The item grants a bonus to hit points.
hpoverflow,The monsters hit points can increase past the normal maximum. The extra HP are permanently retained until lost due to damage. This command is useful for units that possess life drain attacks or that can #digest swallowed monsters.
hpoverslow,The monsters hit points can go over their normal maximum value by 0 - 1000 percent. They will slowly return to normal.
humanoid,The default bodytype. Use this for humans ogres angels humanlike statues and similar.
iceforging,The monster generates
iceprot,Protection varies with the temperature in the province. The protection value is added or subtracted for every step on the Cold scale.
iceweapon,The weapon is made of ice and cannot be fire blessed.
icon,A banner image for your mod. This image should be 128x32 or 256x64 pixels large.
id,Sets an event identifier. Used for spells that create anonymous random events.
idealcold,Sets the preferred level of cold for the nation. This ranges from -3 (very hot) to 3 (very cold).
illusion,Gives a monster glamour. These monsters cannot be discovered by scouts and have a mirror image protecting them in battles. This command adds 25 to the monsters existing stealth value if it already has the #stealthy attribute. Glamour does not grant stealth to monsters that have no stealth to begin with.
imagefile, The image file of the map in TGA
immobile,This monster is Immobile like the Monolith. Immobile units may teleport but cannot use the Cloud Trapeze spell..
immortal,This monster is immortal like a Lich.
inanimate,Inanimate beings are immune to some spells.
inanimateimmune,Lifeless beings are immune to this weapon.
inccorpses,Number of unburied corpses increases by this amount +/- 25%. The value can be negative to remove corpses.
incdom,Increases dominion in the province by  candles.
incorporate,The monster incorporates any swallowed creatures as a part of itself. Swallowed creatures take damage every combat round until dead or until the monster that swallowed them is killed.  The monster that incorporates them heals a number of hit points equal to damage inflicted every combat round.
incpop,Province population increases by this amount +/- 25%.
incprovdef,The monster is good at organizing province defenses. PD is increased by
incscale,Increases the specified scale in the province by one step.
incscale2,Increases the specified scale in the province by two steps.
incscale3,Increases the specified scale in the province by three steps.
incunrest,The monster will increase or decrease unrest at his location. The value divided by 10 is the amount increased per month. A negative can be used to decrease unrest instead.
indepflag,Replace the flag of independents with an image. The image must be 128 pixels wide and 128 pixels high. The flag should be positioned at the bottom of this image. This command is special in that it should be used when no nation is selected i.e. before #selectnation or #newnation.
indepmove,This ability is used by certain horrors to make them move on the world map. A monster with this ability have percent chance of moving each month as long as it is owned by independents.
indepspells,Usually independent mages will only know low level research spells. This command will give them access to all spell with this research level and lower when they fight as independent.
indepstay,A 1 in this ability means that the monster will stop moving once it has reached a throne province.
infernoret,Extra chance per month of returning from the Inferno the infernal realm of fire.
inquisitor,This monster has a bonus when preaching against enemy Dominion. Its holy magic level counts as double for this purpose. The monster must have the #holy tag.
insane,The monster has a chance of being insane each turn. The Mad Priests of Rlyeh have a value of 50 in this attribute.
insanify,The monster spreads insanity to both military units and population in the province. The percent value is the chance for a military unit in the same province to be infected.
inspirational,All units under the command of this monster have their morale increased by
inspiringres,The monster inspires other mages to be more effective researchers. All other mages in the same province gain a research bonus equal to
internal,The weapon inflicts internal damage that cannot be negated by effects like mist form mossbody etc. Used on e.g. Incinerate and Disintegrate.
invisible,Invisible units can only be seen by units with spirit sight. When a unit with invisibility is sneaking only patrolling units with spirit sight will be able to find it. In combat invisibility gives any melee attackers -10 to their attack skill unless they have spirit sight.
invulnerable,The monster has invulnerability to non-magical weapons. The invulnerability value counts as natural protection against normal weapons.
ironarmor,Indicates that the armor is made of iron.
ironskin,The item automatically applies the Ironskin spell to the bearer.
ironvul,The monster will take points amount of extra damage when wounded by an iron weapon in melee.
ironweapon,The weapon is made of iron and is subject to rust and spells that damage iron equipment.
islance,This item can only be used by mounted or flying units or centaurs.
islandnation,The nation prefers to start on an island if possible or a coast if no suitable island could be found.
islandsite,Like #startsite but the nation will only get the site if it starts on an island.
item,A specific magic item for the commander. A maximum four items per band can be assigned.
itemcost1,This command makes the item bonus percent more expensive to forge. Negative values can also be used to make it cheaper. The itemcost1 command only affects the cost of the first magic path.
itemcost2,This command makes the item bonus percent more expensive to forge. Negative values can also be used to make it cheaper. The itemcost2 command only affects the cost of the second magic path.
itemdrawsize,The value indicates how many percent larger size the item sprite should be drawn at. A negative value means it will be draw at a smaller size than normal.
itemslots,Sets which item slots are available for this monster. See Table Item slot values for useful slot values. If you want to have 2 hand slots and 1 body slot then just add those two numbers together. Never add 1 hand and 1 hand use the 2 hands value instead. The bottom three entries in the table are some precalculated values for your convenience.
ivylord,This monster will receive extra units when summoning Vine Men of different kind.
kelpfortcom,This unit can be recruited in (terrain) provinces with a fort. 
kelpfortrec,This unit can be recruited in (terrain) provinces with a fort. 
kill,Kills off a percentage of the province population.
kill2d6mon,Kills 2d6 non-commander units of the specified type in the province.
killcappop,Kills a percentage of the capitals population when the game starts. Value can be negative to increase population instead.  These mod commands are instructions to the Dominions 5 artificial intelligence on certain aspects of managing the nation. They have no effect in a game where the nation is controlled by a human player.
killcom,Kills a commander of the specified type in the province.
killfeatures, Removes all magic sites from the active province.
killmon,Kills one non-commander unit of the specified type in the province.
killpop,Kills off a fixed number of province population. One dekapop equals 10 inhabitants. The exact amount varies with +/- 25%.
killtarg,One commander determined by target requirements is killed. The mount is also killed if any.
knownfeature, Puts a specific magic site in the active province. This site is already found at the start of the game
kokytosret,Extra chance per month of returning from Kokytos the infernal realm of ice.
lab, Puts a laboratory in the active province.
labcost,Gold cost for building a lab. The default is 500.
lamialord,This monster will receive extra units when summoning Lamias of different kind. This ability will not be visible when inspecting the monster.
lanceok,This monster can use lances even though it is not flying or mounted. Use this attribute on centaurs.
land, Sets the active province and kills everyone in it. All the following commands will only affect the active province. Use this command if you want to activate a province in order to replace its random inhabitants with the monsters of your choice.
landcom,Add a unit to the list of recruitable commanders for this nation in overwater forts. Only use this command for underwater nations.
landdamage,The monster will take damage equal to the indicated percentage of its total hit points every turn it spends in a land province instead of underwater.
landgold,Permanent increase to province gold income. Can be negative to reduce income.
landname, Sets the name of a specific province.  6.4 Terrain Type in the Map File
landprod,Permanent increase to province resources. Can be negative to cause reduce resources.
landrec,Add a unit to the list of recruitable units for this nation in overwater forts. Only use this command for underwater nations.
landshape,The monster changes to this shape when moving from a water province to a land province.
latehero,Use this command on a hero unit to prevent it from appearing before this turn.
len,Sets the length of the weapon. This should be a value between 0 (fist) and 5 (pike). A spear has a value of 3 and a sword 1.
leper,The monster spreads a very deadly disease that kills population and infects military units in the province. The percent value is the chance for a military unit in the same province to be infected.
lesserhorror,Monsters with this tag are used as lesser horrors.
level,Level should be a number between 0 and 4 and is the level of magic required to find the site. Level 0 sites are automatically discovered.
likespop,The nation gets cheaper PD from this poptype. Can be used multiple times for different poptypes.
likesterr,Makes the nation more likely to start in one of the terrains in the terrain mask.
limitedregen,Like regeneration but doesnt work on inanimate beings.
linger,Use this command for global events whose effects last for more than one turn.
lizard,Four legged beast but lower. Use this for dragons.
loc,This command can restrict the random placement of a site to certain terrains or flag the site as unique.
loseeye,The item bearer loses an eye. The affliction cannot be healed until the item is removed.
luck,The item grants Luck to its bearer like Faithful.
luckevents,How luck affects event frequency. Default is 5.
mag_air, Gives active commander Air magic.
mag_astral, Gives active commander Astral magic.
mag_blood, Gives active commander Blood magic.
mag_death, Gives active commander Death magic.
mag_earth, Gives active commander Earth magic.
mag_fire, Gives active commander Fire magic.
mag_glamour,Gives active commander Glamour magic.
mag_nature, Gives active commander Nature magic.
mag_priest, Gives active commander Holy magic.
mag_water, Gives active commander Water magic.
magic,This is a magic weapon that can harm ethereal units with ease.
magicarmor,Indicates that the armor is magic. Magic armors are more resistant to being destroyed by magic effects.
magicbeing,This monster is a magic being.
magicboost,The item increases the bearers magic skill. Path is 0-8 or 51=elements 52=sorcery 53=all.
magiccommand,Increases magic leadership by this amount.
magicimmune,The monster is immune to the research effects of Drain and Magic scales. There is no research penalty for Drain scale and no research bonus for magic scale.
magicitem,"The nation that owns the event gains a magic item that is placed directly into the lab. Item rarity is listed in the table below. When rarity 9 is used, add the [itemname] in brackets at the end of the event message text defined by the #msg command."
magicpower,The monster will get stat increases or decreases depending on the Magic scale.
magicskill,Gives a magic skill to the active monster. The path must be a number from the Magic path numbers table and level should be a number from 1 to 10. If the monster already has this magic skill then the old level will be replaced by the new one unless it is a random skill. Units with Holy magic must also have the #holy command.
magicstudy,Research bonus depending on the magic scale of the province.
mainlevel,Main path level requirement to forge this magic item. The level can be anything from 1 to 8. The cost of forging the magic item also depends on the level requirements.
mainpath,Main path required to forge this magic item. The path is a number from 0 to 7 (see table Magic path numbers).
makemonsters1,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makemonsters2,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makemonsters3,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makemonsters4,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makemonsters5,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makepearls,The monster can turn
manikinreanim,Reanimating priest of this nation will create carrion beasts like Asphodel.
mapmove,The speed at which the monster travels on the world map. The old Dominions 4 values are 1 for heavy infantry 2 for a lightly armed human or knights and 3 for light cavalry. You can use these values and the game will automatically convert them to values suitable for Dominions 5.
mapspeed,Increase the map movement value for the items bearer.
mapteleport,Like #teleport but only grants teleport ability on the map not in combat.
maptextcol, Sets the color used to print province names. Each value should be between 0.0 and 1.0.
mason,A mason is able to lead the construction of more advanced forts than what would otherwise be possible for the nation. A mason will be able to upgrade a fortress one step further than normally possible.
masterrit,Pathboost for the purpose of casting rituals. A monster with this ability can cast rituals that would require
mastersmith,The monsters magic paths are counted as
maxage,This maximum age for a monster. After this age it will risk getting afflictions and eventually die. Default is 50 for humans 500 for undead 1000 for demons. Different magic paths increase maxage 50% of this value per point of magic depending on the type of creature. Undead are affected by Death magic inanimate creatures by Earth magic demons by Blood magic and all others by Nature magic in that order (if the monster belongs to more than one of these categories at once e.g. lifeless undead).
maxbounces,Set the maximum number of bounces for a chain lightning (effect 134) type of spell effect.
maxprison,Gods of this nation must not be imprisoned to more than this level. 0=awake 1=dormant 2=no limit.
maxsize,This item can only by a unit of this size or smaller.
melee50,This melee weapon only has 50% chance of being used.
merccost,Mercenaries are this much more expensive. Can be negative.
mind,Mindless beings are immune to this weapon.
mindslime,Grants the mindslime ability.
mindvessel,Just read the wiki.
minmen,Once the number of troops fall below this recruitment of new troops will start.
minpay,The minimum amount of gold the band can be hired for.
minprison,Gods of this nation must be imprisoned to at least this level. 0=no limit 1=dormant 2=imprisoned.
minsize,This item can only by a unit of this size or larger.
minsizeleader,A unit with this Attribute can only be lead by a commander whos minimum Size is equal to or greater then the listed value. 0-6
miscshape,Use this for strange things like cubes or fountains.
misfortune,How (mis)fortune affects the possibility of an event being good. Default is 15.
modname,A short name for the mod. It will be displayed in the mod preferences.
mon,Adds a monster that can be recruited by the owner of this site.
monpresentrec,This monster can only be recruited if a unit of monster name type is present in the recruiting province. Montag numbers can be used.
montag,"This command assigns a monster tag value to a creature. The value must be a number between 1000 and 100000. The monster tag value is a summoning marker that can be used with the other monster summoning commands and in spell modding to summon randomly determined monsters from a defined list. When a summoning command or spell is used with the montag value a random creature with that montag value is summoned. Use a minus sign before the value when using it in this manner for the command to work correctly.  Example, Five monsters with a #montag 2500 could be set as random monster summons by assigning #summon2 -2500 to another monster. This would result in two random monsters from those five being summoned.  The monster tag can also be used as damage value for summoning spells which will then summon a random monster from the group with the same tag. To use it that way set spell damage to [minus]."
montagweight,Use this command after a montag command to make it more likely to appear than other monster with the same montag. The weight defaults to 1 which gives this montag the same chance of occurring as other montags with weight 1 (or no specified weight). A weight of 2 will make it twice as likely to appear and so forth. Maximum weight is 100.
mor,The morale of the monster. A normal human soldier has morale 10 a satyr of Pangaea has 8 and a fierce minotaur has 13. Giving a monster 50 in morale makes it mindless and prone to dissolving due to lack of proper leadership. Undead with a mind but nothing to lose usually have 30 in morale.
morale,The item grants a morale bonus.
moregrowth,Alters the minimum/maximum allowed value of this scale when designing the pretender's dominion.
moreheat,Alters the minimum/maximum allowed value of this scale when designing the pretender's dominion.
moreluck,Alters the minimum/maximum allowed value of this scale when designing the pretender's dominion.
moremagic ,Alters the minimum/maximum allowed value of this scale when designing the pretender's dominion.
moreorder,Alters the minimum/maximum allowed value of this scale when designing the pretender's dominion.
moreprod,Alters the minimum/maximum allowed value of this scale when designing the pretender's dominion.
mountaincom,This commander can be recruited in mountain provinces with or without fort. See the box below for all command names.
mountainfortcom,This unit can be recruited in (terrain) provinces with a fort. 
mountainfortrec,This unit can be recruited in (terrain) provinces with a fort. 
